run_duration,emitter,parent_selection,tracer_budget,run_number,rac
30,Mutation,Uniform,0,1,40.67575406032483
30,Mutation,Uniform,0,2,40.28422273781903
30,Mutation,Uniform,0,3,41.574825986078885
30,Mutation,Uniform,0,4,40.44373549883991
30,Mutation,Uniform,0,5,40.16821345707657
30,Mutation,Uniform,0,6,40.298723897911835
30,Mutation,Uniform,0,7,40.269721577726216
30,Mutation,Uniform,0,8,41.53132250580047
30,Mutation,Uniform,0,9,40.6177494199536
30,Mutation,Uniform,0,10,40.60324825986079
30,Mutation,Uniform,0,11,41.19779582366589
30,Mutation,Uniform,0,12,40.76276102088167
30,Mutation,Uniform,0,13,40.73375870069606
30,Mutation,Uniform,0,14,39.93619489559165
30,Mutation,Uniform,0,15,41.067285382830626
30,Mutation,Uniform,0,16,40.99477958236659
30,Mutation,Uniform,0,17,40.73375870069606
30,Mutation,Uniform,0,18,39.95069605568445
30,Mutation,Uniform,0,19,40.84976798143852
30,Mutation,Uniform,0,20,41.54582366589327
